1 0.497048
2 0.536684
3 0.521363
4 0.445892
5 0.276936
6 0.245113
7 0.17528
8 0.151544
9 0.0974581
10 0.0670823
11 0.0457962
12 0.0363673
13 0.0296406
14 0.0265975
15 0.0239431
16 0.022994
17 0.021865
18 0.0213303
19 0.0206182
20 0.0201327
21 0.0195633
22 0.0190957
23 0.0185973
24 0.018152
25 0.0177015
26 0.0172848
27 0.016873
28 0.0164867
29 0.0161081
30 0.0157513
31 0.0154022
32 0.0150729
33 0.0147502
34 0.0144462
35 0.0141474
36 0.0138662
37 0.013589
38 0.0133286
39 0.0130709
40 0.0128292
41 0.0125892
42 0.0123645
43 0.0121406
44 0.0119313
45 0.0117221
46 0.0115266
47 0.0113307
48 0.0111479
49 0.0109642
50 0.0107929
51 0.0106204
52 0.0104596
53 0.0102972
54 0.010146
55 0.00999302
