1 1.96023
2 0.542727
3 0.242689
4 0.18146
5 0.121311
6 0.103319
7 0.0885503
8 0.0782441
9 0.0714615
10 0.0638881
11 0.0566703
12 0.0516244
13 0.0476991
14 0.0437772
15 0.0399319
16 0.0370062
17 0.0354157
18 0.0329166
19 0.0308122
20 0.0287865
21 0.0278622
22 0.0260896
23 0.0246584
24 0.0231713
25 0.02258
26 0.0212619
27 0.0202655
28 0.0191307
29 0.0187392
30 0.0177252
31 0.0169957
32 0.0161087
33 0.0158335
34 0.0150374
35 0.0144886
36 0.0137843
37 0.0135863
38 0.0129519
39 0.0125318
40 0.0119654
41 0.0118195
42 0.0113078
43 0.010981
44 0.0105208
45 0.0104109
46 0.0099938
