0 0.672802
1 1.25484
2 0.302317
3 0.404173
4 0.163825
5 0.170922
6 0.109484
7 0.0876855
8 0.0404303
9 0.0464746
10 0.0357642
11 0.0372303
12 0.0276971
13 0.0310803
14 0.0270281
15 0.0287466
16 0.0254426
17 0.0264814
18 0.0243452
19 0.0247477
20 0.0230975
21 0.0231337
22 0.0219028
23 0.0217021
24 0.0207235
25 0.0203908
26 0.0195997
27 0.0191979
28 0.0185348
29 0.0181058
30 0.0175375
31 0.0171063
32 0.0166084
33 0.0161899
34 0.0157467
35 0.015349
36 0.0149497
37 0.0145765
38 0.0142137
39 0.0138661
40 0.0135343
41 0.0132121
42 0.012907
43 0.012609
44 0.0123276
45 0.0120522
46 0.0117919
47 0.0115373
48 0.0112959
49 0.0110603
50 0.010836
51 0.0106177
52 0.0104089
53 0.0102064
54 0.0100116
55 0.00982338
