24008
0 941 420
1 952 420
2 952 355
3 941 355
4 952 376
5 941 376
6 941 298
7 952 298
8 941 397
9 952 397
10 941 358
11 952 413
12 3292 413
13 941 418
14 952 418
15 952 212
16 941 212
17 952 323
18 941 323
19 952 365
20 941 365
21 941 451
22 952 451
23 3292 1623
24 952 1623
25 2210 1623
26 783 1623
27 437 1623
28 3292 386
29 952 386
30 952 1708
31 941 236
32 952 236
33 3292 236
34 941 177
35 952 177
36 941 285
37 952 285
38 941 403
39 952 403
40 3292 403
41 952 426
42 941 426
43 437 1683
44 783 1683
45 2210 1683
46 952 1683
47 3292 1683
48 783 1660
49 952 1660
50 952 1558
51 3292 1558
52 783 1558
53 952 429
54 3292 429
55 952 334
56 3292 334
57 952 1687
58 3292 259
59 952 259
60 941 259
61 952 202
62 941 202
63 952 330
64 941 330
65 3292 415
66 1012 415
67 952 415
68 1000 415
69 941 415
70 3031 415
71 1158 415
72 941 405
73 952 405
74 3292 1627
75 952 1627
76 2210 1627
77 783 1627
78 437 1627
79 3292 1571
80 952 1571
81 783 1571
82 783 1563
83 952 1563
84 437 1563
85 3292 1563
86 2210 1563
87 783 1598
88 952 1598
89 3292 392
90 952 392
91 2210 392
92 952 1641
93 952 1694
94 941 216
95 952 216
96 3292 216
97 3292 216
98 941 186
99 952 186
100 941 253
101 952 253
102 941 381
103 952 381
104 1158 261
105 3031 261
106 941 261
107 1000 261
108 952 261
109 1012 261
110 3292 261
111 952 390
112 941 390
113 952 425
114 941 425
115 437 1595
116 783 1595
117 2210 1595
118 952 1595
119 3292 1595
120 2210 1334
121 3292 1334
122 437 1334
123 413 1334
124 952 1334
125 783 1334
126 2210 1650
127 3292 1650
128 952 1650
129 952 1522
130 783 1522
131 952 1532
132 2210 341
133 3292 341
134 952 341
135 952 1675
136 952 1547
137 3292 282
138 3292 282
139 952 282
140 3292 172
141 3292 172
142 952 172
143 952 172
144 941 172
145 3292 244
146 952 244
147 941 244
148 952 154
149 952 154
150 952 154
151 941 154
152 952 310
153 941 310
154 952 136
155 952 136
156 1749 136
157 941 136
158 952 433
159 941 433
160 3292 251
161 1012 251
162 952 251
163 1000 251
164 941 251
165 3031 251
166 1158 251
167 941 440
168 952 440
169 941 1692
170 952 1692
171 2210 1677
172 437 1677
173 783 1677
174 952 1396
175 3292 1396
176 2210 1396
177 2210 1396
178 413 1396
179 783 1407
180 437 1407
181 2210 1407
182 413 1407
183 783 1285
184 952 1285
185 437 1285
186 3292 1285
187 2210 1285
188 413 1285
189 952 1473
190 3292 1473
191 2210 1473
192 783 1307
193 952 1307
194 952 1514
195 3292 342
196 1012 342
197 2210 342
198 952 1553
199 1749 1553
200 952 1498
201 1749 1498
202 3292 291
203 3292 291
204 1012 291
205 952 348
206 952 348
207 3292 348
208 3292 348
209 941 160
210 952 160
211 3292 160
212 1749 160
213 941 238
214 952 238
215 3292 238
216 1012 238
217 941 265
218 952 265
219 3292 265
220 1749 1492
221 952 1492
222 952 1492
223 941 297
224 952 297
225 884 297
226 1749 297
227 941 289
228 952 289
229 952 289
230 884 289
231 1749 289
232 941 422
233 952 422
234 884 422
