8336
0 941 1459
1 952 1459
2 952 1260
3 1749 1260
4 941 1260
5 2327 1260
6 884 1260
7 952 1425
8 3292 1425
9 941 1425
10 884 1304
11 941 1304
12 1749 1304
13 952 1304
14 2327 1304
15 884 430
16 941 430
17 1749 430
18 952 430
19 2327 430
20 941 442
21 952 442
22 952 442
23 952 442
24 3292 442
25 1749 442
26 1749 442
27 941 1445
28 952 1445
29 3292 1445
30 941 1454
31 952 1454
32 3292 1454
33 783 1454
34 2327 549
35 1749 549
36 884 549
37 952 549
38 941 549
39 2327 1478
40 2122 1478
41 1749 1478
42 1573 1478
43 884 1478
44 941 1478
45 2327 264
46 2063 264
47 1749 264
48 2260 264
49 884 264
50 952 264
51 783 264
52 952 249
53 952 249
54 1749 249
55 1749 249
56 941 249
57 1341 249
58 884 249
59 1341 204
60 1749 204
61 3292 204
62 884 204
63 952 204
64 952 204
65 941 204
66 1749 245
67 3292 245
68 952 245
69 952 245
70 3292 1270
71 952 1270
72 941 1270
73 1158 1270
74 783 1285
75 952 1285
76 437 1285
77 3292 1285
78 2210 1285
79 884 499
80 1749 499
81 1749 499
82 1341 499
83 1341 499
84 2327 499
85 2168 499
86 884 1363
87 1573 1363
88 1749 1363
89 2122 1363
90 2327 1363
91 2168 1363
92 884 224
93 1749 224
94 1749 224
95 1341 224
96 1341 224
97 2327 224
98 2168 224
99 2063 224
100 783 128
101 952 128
102 2260 128
103 1749 128
104 1749 128
105 2063 128
106 1341 128
107 1341 128
108 2327 128
109 884 128
110 952 88
111 952 88
112 3292 88
113 3292 88
114 1749 88
115 1341 88
116 884 88
117 941 379
118 1158 379
119 952 379
120 884 379
121 3292 379
122 1749 379
123 952 122
124 952 122
125 3292 122
126 3292 122
127 783 122
128 1749 122
129 2260 122
130 1341 122
131 2327 122
132 2063 122
133 952 481
134 3292 481
135 783 481
136 2210 481
137 437 481
138 1158 1332
139 3031 1332
140 941 1332
141 1000 1332
142 952 1332
143 1012 1332
144 3292 1332
145 2210 1321
146 3292 1321
147 437 1321
148 952 1321
149 783 1321
150 1341 769
151 1749 769
152 614 769
153 884 769
154 2168 304
155 2168 304
156 1341 304
157 1341 304
158 2327 304
159 2327 304
160 1749 304
161 1749 304
162 884 304
163 2168 363
164 2168 363
165 1341 363
166 2327 363
167 1463 363
168 1749 363
169 884 363
170 2168 1358
171 2327 1358
172 2122 1358
173 2063 757
174 2327 757
175 777 757
176 2168 757
177 1749 757
178 1482 757
179 1341 757
180 884 194
181 1749 194
182 1341 194
183 952 194
184 526 194
185 526 194
186 3292 194
187 3292 194
188 1012 194
189 884 214
190 1749 214
191 952 214
192 3292 214
193 1012 214
194 1749 583
195 884 583
196 952 583
197 941 583
198 3292 583
199 1158 583
200 1012 583
201 3031 583
202 1000 583
203 2063 262
204 2327 262
205 2260 262
206 1749 262
207 783 262
208 1341 262
209 952 262
210 437 262
211 526 262
212 3292 262
213 3292 262
214 2210 262
215 2063 279
216 2327 279
217 2260 279
218 1749 279
219 783 279
220 952 279
221 437 279
222 3292 279
223 2210 279
224 437 608
225 2210 608
226 3292 608
227 3292 1506
228 1012 1506
229 952 1506
230 1000 1506
231 941 1506
232 3031 1506
233 1158 1506
234 783 1482
235 437 1482
236 2210 1482
237 884 672
238 1749 672
239 1341 672
240 2327 672
241 2168 672
242 614 672
243 884 752
244 860 752
245 941 752
246 1749 752
247 2219 752
248 1158 752
249 952 752
250 1341 752
251 614 752
252 526 752
253 1341 344
254 2168 344
255 2327 344
256 1463 344
257 884 259
258 1749 259
259 1341 259
260 2327 259
261 2168 259
262 1463 259
263 1463 398
264 1463 398
265 2168 398
266 2168 398
267 2327 398
268 2122 1368
269 2327 1368
270 3705 1368
271 2168 1368
272 3467 1368
