1 1.49822
2 0.593432
3 0.117833
4 0.0778223
5 0.106928
6 0.0900421
7 0.0363581
8 0.0290748
9 0.0328224
10 0.0329991
11 0.0257795
12 0.0197758
13 0.0236117
14 0.0209548
15 0.0242537
16 0.019358
17 0.0236265
18 0.0202313
19 0.0244872
20 0.0208003
21 0.0245832
22 0.0216639
23 0.0250019
24 0.0221515
25 0.0252686
26 0.0228829
27 0.0252127
28 0.0228939
29 0.025384
30 0.0233936
31 0.0248982
32 0.0229253
33 0.0248682
34 0.0231554
35 0.0240299
36 0.0223001
37 0.0237835
38 0.0222769
39 0.0226929
40 0.0211548
41 0.022269
42 0.0209328
43 0.021034
44 0.0196645
45 0.0204956
46 0.0193131
47 0.0192131
48 0.0179999
49 0.018623
50 0.0175836
51 0.0173655
52 0.0162979
53 0.0167727
54 0.0158655
55 0.0155857
56 0.0146512
57 0.0150218
58 0.0142342
59 0.0139281
60 0.0131127
61 0.0134103
62 0.0127285
63 0.0124174
64 0.0117063
65 0.0119524
66 0.0113628
67 0.0110583
68 0.0104377
69 0.010647
70 0.0101368
71 0.00984502
