# Sparse Matrix (Morse)  
# first line: n m (is symmetic) nbcoef 
# after for each nonzero coefficient:   i j a_ij where (i,j) \in  {1,...,n}x{1,...,m} 
306 306 0  3484
      182        38 -0.41878392544875053805
      182        39 0.052339666787077999965
      182        40 -0.21721410442515404204
      182        51 0.071242674555224663746
      182        52 1.3164138309616011391
      182        53 -0.00025907973519338132985
      182        54 -0.013544616174106688042
      182        55 0.11407478053470561374
      182        56 -0.29935371556529610793
      182        57 -0.14334454697852444527
      182        58 -0.34968871886680497063
      182        69 0.0081435230478640041607
      182        70 -0.050964283011309209626
      183         1 -0.0047511735755521632488
      183         2 -0.00053375841617002341838
      183        19 -0.7298618883890772846
      183        20 0.045399275513814812966
      183        27 -0.19417131802454873357
      183        28 -0.20820509419026397846
      183        35 -0.29513708181227915617
      183        36 0.20291139671271371525
      183        37 1.7425322143345678416
      183        38 -0.038339632785781202484
      183        39 -0.016839171374525015168
      183        40 -0.00014955921668282636753
      183        47 -0.07537729894033855238
      183        48 0.055599987188682808981
      183        51 0.071283973736074243699
      183        52 -0.12124949859511563455
      183        55 0.33952297221657429249
      183        56 0.017088983218493558613
      183        57 -0.0017341005139131216144
      183        58 -0.00038478102304806134464
      183        63 -0.28621710322233229196
      183        64 0.1495820944920787654
      183        69 -0.28717025259540429616
      183        70 -0.093630623152047856572
      183        73 -0.24103821634443822752
      183        74 -0.0080887897466739890062
      184         1 -0.00053375841617004401822
      184         2 -0.0025602630548106860599
      184        19 0.045399275513787910874
      184        20 -0.26449282836397292051
      184        27 -0.20820509419024868514
      184        28 -0.24473377723850847643
      184        35 0.20291139671271221645
      184        36 -0.38887836590304031281
      184        37 -0.038339632785779440005
      184        38 1.8196185908314772561
      184        39 -0.00014955921668265053704
      184        40 -0.033928785738126132632
      184        47 0.055599987188690358497
      184        48 -0.56442417093779662096
      184        51 -0.12124949859510308903
      184        52 -0.4189994215088022611
      184        55 0.017088983218484166821
      184        56 0.75726628045911670295
      184        57 -0.00038478102304794484711
      184        58 -0.0031801756452759814484
      184        63 0.14958209449207784947
      184        64 -0.29923402167201884616
      184        69 -0.093630623152049161084
      184        70 -0.22863798132176196831
      184        73 -0.0080887897466717165185
      184        74 -0.10677352441167491104
      185        23 -0.29686719272587291929
      185        24 -0.12173953488939330547
      185        25 -0.37615703001596423327
      185        26 0.017507700461225256944
      185        31 -0.27683411952883657525
      185        32 0.11236639479863291813
      185        41 -0.062753788330497189962
      185        42 -0.023030467405132110797
      185        43 0.99508241102384864529
      185        44 0.047158882436911263303
      185        45 1.095998857470677379
      185        46 -0.011664637688733221765
      185        49 -0.06920889646896596914
      185        50 0.00093513920082236197395
      185        59 -0.21799586854953162396
      185        60 0.09676202742808599766
      185        61 -0.38941066273764790573
      185        62 -0.18076989364732665155
      185        67 -0.34225845659315218272
      185        68 0.068502078280944761479
      185        75 -0.04368913929672808838
      185        76 -0.0060415365839775678203
      185        77 -9.8014616069650128917e-05
      185        78 1.3847607940222302728e-05
      186        23 -0.12173953488940174317
      186        24 -0.30149315361507844635
      186        25 0.017507700461227088812
      186        26 0.16608841800003149025
      186        31 0.11236639479863004543
      186        32 -0.32035073535856134486
      186        41 -0.023030467405132454273
      186        42 -0.21120436196148570374
      186        43 0.047158882436915267045
      186        44 0.68924765180391778241
      186        45 -0.011664637688727677589
      186        46 0.79670797828551431774
      186        49 0.00093513920082605606759
      186        50 -0.17223663434264516181
      186        59 0.096762027428085553571
      186        60 -0.32763560078516823504
      186        61 -0.18076989364732121146
      186        62 -0.43424203942016165181
      186        67 0.068502078280935477239
      186        68 0.15543592759335680964
      186        75 -0.0060415365839766015793
      186        76 -0.024454218936070578477
      186        77 1.3847607940241904765e-05
      186        78 -5.513163239416164562e-05
      187        27 -0.34197739829470963357
      187        28 0.18544149560182440761
      187        37 -0.18122546140038456319
      187        38 0.16230838657338322872
      187        47 1.0360752145599667617
      187        48 -0.030385397366924121049
      187        51 -4.4533070370803790679e-05
      187        52 -6.7815420508468712306e-07
      187        55 -0.31458209440790113609
      187        56 -0.1647495617455483341
      187        63 -0.19292991931394887217
      187        64 -0.15261424490852992797
      188        27 -0.064558504398162616655
      188        28 -0.0813970066447574081
      188        37 0.16230838657335058817
      188        38 -0.52526484147151397686
      188        47 -0.030385397366908019345
      188        48 1.0220992835718958336
      188        51 -6.7815420513140310768e-07
      188        52 -8.9035156092242555997e-05
      188        55 -0.16474956174554550303
      188        56 -0.46525650986173261447
      188        63 0.097385755091470752043
      188        64 0.055223917634851439618
      189        29 -0.031071115167142303315
      189        30 -0.12415254170047536342
      189        31 -0.34809409081833603272
      189        32 -0.12260095239021633062
      189        43 0.060632713882508855463
      189        44 -0.024780184997753203213
      189        49 0.77314978542797041516
      189        50 -0.013416448012111864552
      189        61 -0.34074482538082367933
      189        62 0.13548742869004606892
      189        65 -0.10978325819299941668
      189        66 0.14946269841051079696
      190        29 0.12584745829952675988
      190        30 0.22729579617890496857
      190        31 -0.12260095239021977231
      190        32 -0.41036739035499147921
      190        43 -0.024780184997761238452
      190        44 -0.25275329510796751276
      190        49 -0.013416448012124963449
      190        50 0.73326579361277388625
      190        61 0.13548742869006799583
      190        62 -0.42887731949856339186
      190        65 -0.10053730158948888385
      190        66 0.13552562492102179781
      191        25 -0.30747677016848484755
      191        26 -0.11945972270932725401
      191        29 -0.34418640895409552405
      191        30 0.12136872377551342905
      191        31 -0.22595932257925888109
      191        32 0.0082307339274238222604
      191        43 1.1380136021632700771
      191        44 -0.018726559078319278406
      191        45 -0.0563169466212544087
      191        46 -0.013370504610206217222
      191        49 0.47810482496052764123
      191        50 0.016686428543594748752
      191        61 0.065785543968721924002
      191        62 0.046043595852342258934
      191        65 -0.3575910889694751682
      191        66 -0.149836474295773181
      191        67 -0.21572033161676720803
      191        68 0.10247321162056632904
      191        75 -0.15962413079249299086
      191        76 0.0065905669741853703525
      192        25 -0.11945972270932884995
      192        26 -0.32713667840580051838
      192        29 0.12136872377551458091
      192        30 -0.40923548478541732498
      192        31 0.0082307339274345150959
      192        32 0.29785779940377310471
      192        43 -0.018726559078321141499
      192        44 0.84117756493803197415
      192        45 -0.013370504610204895363
      192        46 -0.22490857363773616995
      192        49 0.016686428543595421825
      192        50 0.037666129957116559202
      192        61 0.046043595852343258135
      192        62 0.53421075315663169025
      192        65 -0.1498364742957896123
      192        66 -0.36860438992516803003
      192        67 0.10247321162056913235
      192        68 -0.28863284641058528646
      192        75 0.0065905669741874953887
      192        76 -0.077365302900155058508
      193        23 -0.48196972279566441255
      193        24 0.019739718493278123057
      193        25 -0.26416592957151208143
      193        26 0.10493564252806492076
      193        33 -0.29413774191807334768
      193        34 -0.11351499905783928035
      193        41 1.0291887774344510298
      193        42 -0.11779642127028774889
      193        43 -0.087295065289910267481
      193        44 -0.0064869624709694793246
      193        45 0.94389096339926292778
      193        46 0.032336805575635826915
      193        53 -0.18638417198702239563
      193        54 0.056436230033404748141
      193        59 -0.022811037800889454735
      193        60 0.16077961988174857555
      193        67 -0.41295879973129168139
      193        68 -0.17338809550157568973
      193        71 -0.066635305631330424281
      193        72 0.03201559876124657894
      193        77 -0.14088910891105291268
      193        78 0.0049428630272933243156
      194        23 0.019739718493272256222
      194        24 0.018799783975317944928
      194        25 0.10493564252807363602
      194        26 -0.30368116768102187963
      194        33 -0.1135149990578340623
      194        34 -0.31263339909266490979
      194        41 -0.11779642127030336141
      194        42 0.84319491325282780458
      194        43 -0.0064869624709732419399
      194        44 -0.23208056739841537164
      194        45 0.032336805575649087141
      194        46 0.6199389764694975824
      194        53 0.056436230033404949369
      194        54 -0.49007172377300139976
      194        59 0.16077961988175118457
      194        60 0.35738489489314567704
      194        67 -0.17338809550158115758
      194        68 -0.35222715858205361217
      194        71 0.032015598761246294446
      194        72 -0.065419917078979317182
      194        77 0.0049428630272943399962
      194        78 -0.067371777787687825434
      195        21 -0.074829213642551836716
      195        22 -0.018899964767642312563
      195        23 -0.2481879017724250569
      195        24 0.084068865571002238113
      195        33 -0.47483129806457957667
      195        34 -0.0759820355704379502
      195        39 -0.17107438255342902189
      195        40 -0.13959759771446544896
      195        41 0.50101178961226655595
      195        42 0.1590479124163078628
      195        45 -0.097945690340663416062
      195        46 0.0015666831843410269562
      195        53 1.6551537253253516546
      195        54 0.056362796691658070825
      195        57 -0.26228447897046164305
      195        58 0.12702763633137545418
      195        59 -0.25474553923551723766
      195        60 -0.25580695688102517149
      195        71 -0.53602905917947463177
      195        72 0.066702992812562020286
      195        77 -0.020129643637103945136
      195        78 -0.0044903320736756589804
      196        21 -0.018899964767641462549
      196        22 -0.054261650530721315666
      196        23 0.084068865571002043824
      196        24 -0.22226337125988276933
      196        33 -0.075982035570457476248
      196        34 0.04821557110589422962
      196        39 -0.13959759771444585352
      196        40 -0.49078390761254747643
      196        41 0.15904791241632018628
      196        42 0.15118172859236278516
      196        45 0.0015666831843417603105
      196        46 -0.22160328236461729334
      196        53 0.056362796691644324876
      196        54 1.6332443812202233069
      196        57 0.12702763633136651689
      196        58 -0.38761124664536789064
      196        59 -0.25580695688102544905
      196        60 -0.26988925115817319345
      196        71 0.066702992812570763292
      196        72 -0.15667180609143749326
      196        77 -0.0044903320736751619821
      196        78 -0.013448857714321553122
      197        21 -0.46293489337854015764
      197        22 -0.022884985855348365102
      197        33 -0.2743969162516322613
      197        34 0.17464104435966640305
      197        35 -0.29838249391750126804
      197        36 -0.14407879990260924474
      197        39 1.2210975493288880322
      197        40 0.0099518849205470528985
      197        41 -0.02855047827793502635
      197        42 0.0018369003400937062697
      197        51 0.052141075714862095136
      197        52 0.01706553410671843643
      197        53 0.20972230403795250053
      197        54 -0.083138557542415877921
      197        55 -0.0069048283235889429746
      197        56 -0.00012648439912096452655
      197        57 0.40789852001676912829
      197        58 0.058310668171497964662
      197        59 -0.016533513692749468582
      197        60 -0.0054546542523065608132
      197        69 -0.27098790330686772787
      197        70 0.1104155031500128753
      197        71 -0.31598829434669151173
      197        72 -0.11865328522088924856
      197        79 -0.19812583400182254278
      197        80 0.0021152321241538134082
      198        21 -0.022884985855352993345
      198        22 -0.14897320700422139739
      198        33 0.17464104435966967821
      198        34 -0.28627029941602633034
      198        35 -0.14407879990259223058
      198        36 -0.3303712054102925233
      198        39 0.0099518849205493427335
      198        40 1.4287304232207442833
      198        41 0.0018369003400949218772
      198        42 -0.068768020430177517754
      198        51 0.017065534106693348859
      198        52 -0.45574649047778487132
      198        53 -0.083138557542417237944
      198        54 -0.30832546092869428378
      198        55 -0.00012648439912082509815
      198        56 -0.013802820894749956784
      198        57 0.058310668171509809354
      198        58 0.7980989952010987265
      198        59 -0.0054546542523070179129
      198        60 -0.025126575293506970415
      198        69 0.11041550315001114058
      198        70 -0.23111218310894809935
      198        71 -0.11865328522088852692
      198        72 -0.25119607096660084844
      198        79 0.0021152321241506557778
      198        80 -0.08908279088969796311
      199        35 -0.19013412234889662256
      199        36 0.0028350671290385326059
      199        37 -0.34656067288161679363
      199        38 -0.11969067959440138349
      199        39 -0.28104338630735498095
      199        40 0.11296002616248258799
      199        51 0.68406064654347642495
      199        52 0.045323352796245587604
      199        53 -0.0065965145099359896383
      199        54 -0.00025180395888494197651
      199        55 0.22467321135075657423
      199        56 -0.02382874764694624739
      199        57 0.09685093510756363766
      199        58 -0.034513892873866053312
      199        69 0.61133528054729069368
      199        70 -0.025202797575278476638
      199        73 -0.33146353858947308346
      199        74 0.13758322595191935234
      199        79 -0.24246127312872561843
      199        80 -0.085326495829710941043
      199        87 -0.20377525731064899395
      199        88 -0.0098872545605979151456
      200        35 0.0028350671290289053243
      200        36 -0.087135394028058879567
      200        37 -0.11969067959438418891
      200        38 -0.2647787926187065155
      200        39 0.11296002616247687034
      200        40 -0.23753111492362344315
      200        51 0.045323352796247703966
      200        52 0.97109197668875713028
      200        53 -0.00025180395888701426633
      200        54 -0.01316424062131087494
      200        55 -0.02382874764694593514
      200        56 -0.31641187757869071451
      200        57 -0.034513892873862979382
      200        58 -0.40036672102968240416
      200        69 -0.025202797575277366415
      200        70 0.97496030680093548337
      200        73 0.13758322595191430082
      200        74 -0.31965480969320891891
      200        79 -0.085326495829710288787
      200        80 -0.23629509258077585621
      200        87 -0.0098872545606000505902
      200        88 -0.055828931943199842924
      201        43 -0.4953775333943876702
      201        44 -0.039774070321179938459
      201        45 -0.28858318369252139446
      201        46 -0.11026486551932214442
      201        49 -0.3091698696570382987
      201        50 0.11723760723342799284
      201        59 -0.017274174065081644713
      201        60 -0.0042849955740310472982
      201        61 1.3814148692392755891
      201        62 0.11449105603562127753
      201        65 -0.04368935185516513442
      201        66 -0.04487477619432450604
      201        67 0.49640478645086905107
      201        68 0.026006139436047071012
      201        75 -0.037910048676473968865
      201        76 -0.10914862637112997257
      201        77 -0.029791167241903473289
      201        78 0.0097683811634352128717
      201        83 -0.1809268978607993239
      201        84 -0.070535429885608111333
      201        85 -0.3384410542213349693
      201        86 0.12105960702549696528
      201        93 -0.12032905028467785757
      201        94 -0.0096800270284327881443
      202        43 -0.03977407032118005642
      202        44 -0.0026555438994513187734
      202        45 -0.11026486551932093705
      202        46 -0.32659566590521432738
      202        49 0.11723760723342001311
      202        50 -0.29487897504022098083
      202        59 -0.0042849955740337265786
      202        60 -0.053470995755004205319
      202        61 0.11449105603560610911
      202        62 1.2779369920565470942
      202        65 -0.044874776194300899923
      202        66 -0.46525283868229883044
      202        67 0.026006139436042338686
      202        68 0.036613588806806221521
      202        75 -0.10914862637113058319
      202        76 0.38254560278417437669
      202        77 0.0097683811634361253362
      202        78 -0.045765824231108649667
      202        83 -0.070535429885609665646
      202        84 -0.17685756171458516528
      202        85 0.12105960702550125352
      202        86 -0.25677168782670095615
      202        93 -0.0096800270284300628937
      202        94 -0.058519765852180126442
      203        33 -0.0040305864460836631283
      203        34 -0.00086771937557226206956
      203        41 -0.49930744119914610701
      203        42 0.028591864380528835693
      203        45 -0.25363137462523616117
      203        46 0.11917430150096365582
      203        53 -0.25015629103550546253
      203        54 -0.23929215637430426011
      203        57 -0.049579918632218999974
      203        58 -0.003891894870958871773
      203        59 1.5241173136704924129
      203        60 0.079448255836869249857
      203        67 -0.16025179802032699095
      203        68 -0.033142580381210373641
      203        71 0.34403773279463645274
      203        72 0.16153842415923647113
      203        77 -0.1016395731510486844
      203        78 -0.1715113419321631083
      203        79 -0.019199719191171429888
      203        80 0.0066144549303730360706
      203        85 -0.077398411849410694852
      203        86 -0.039220600605429187246
      203        89 -0.34689734636278407587
      203        90 0.094715907017356867903
      203        97 -0.090181819897357629046
      203        98 -0.0021569142856904454861
      204        33 -0.00086771937557202246088
      204        34 -0.0026403168600677984212
      204        41 0.028591864380530029183
      204        42 -0.13807666363746812221
      204        45 0.11917430150096369745
      204        46 -0.28024697697219541626
      204        53 -0.23929215637429901431
      204        54 -0.27513610160044132957
      204        57 -0.0038918948709578612966
      204        58 -0.11057672032184152899
      204        59 0.079448255836863171386
      204        60 1.53270283937702545
      204        67 -0.03314258038121050548
      204        68 -0.53704095519909134104
      204        71 0.16153842415923722053
      204        72 -0.076621511560136204566
      204        77 -0.17151134193217124069
      204        78 0.2886278288836295336
      204        79 0.0066144549303725902467
      204        80 -0.027238794489184106618
      204        85 -0.03922060060542439941
      204        86 -0.084052005096471260615
      204        89 0.094715907017359740605
      204        90 -0.23275153390663066988
      204        97 -0.0021569142856913722621
      204        98 -0.041068322562290496269
      205        37 -0.25778134620866427484
      205        38 0.071744035343178774733
      205        47 -0.20051153411746561184
      205        48 0.093022267731152505355
      205        51 -0.0056722759309100626371
      205        52 4.0032060414389249484e-05
      205        55 0.00052000499568785921948
      205        56 0.1669374367419988181
      205        63 0.97162319665607221886
      205        64 -0.018090192179096995645
      205        69 -0.0059634624658275424414
      205        70 -0.00017229552445894848146
      205        73 -0.096513203950289561117
      205        74 -0.2235628297019613131
      205        81 -0.27897340627971028981
      205        82 -0.072217704353164324793
      205        91 -0.11615374446590552571
      205        92 -0.01770075011806308829
      206        37 0.071744035343193499066
      206        38 -0.19027678268115386095
      206        47 -0.15697773226885128328
      206        48 0.044914572364448235309
      206        51 4.0032060414804336286e-05
      206        52 -0.01134525414094747324
      206        55 0.16693743674199468252
      206        56 -0.40146719307735256876
      206        63 -0.018090192179114554516
      206        64 0.97459563984738806219
      206        69 -0.00017229552445932418462
      206        70 -0.011924188449927217506
      206        73 -0.22356282970195198723
      206        74 -0.29072217134578043352
      206        81 0.17778229564683531438
      206        82 -0.036625421690911194594
      206        91 -0.017700750118061072541
      206        92 -0.066574972592775366609
      207        43 -0.27880065181778274086
      207        44 -0.08721372441208169457
      207        49 -0.27777337233544885375
      207        50 -0.117484025620175625
      207        61 0.15256465380204609072
      207        62 -0.14205621748822372385
      207        65 0.99233117032964912596
      207        66 0.033150071671767852854
      207        67 -0.045288080893288978901
      207        68 -0.0012128758144950835523
      207        75 -0.1517141028096359312
      207        76 0.22385069163185367103
      207        83 -0.32106513533445302233
      207        84 0.082755766303664254901
      207        93 -0.060341021922809864875
      207        94 0.0082103137276902573433
      208        43 -0.087213724412077087145
      208        44 -0.24035445762030466232
      208        49 0.13251597437982914895
      208        50 0.0015052039514231452255
      208        61 -0.14205621748823429873
      208        62 -0.24998281001077748975
      208        65 0.03315007167177070474
      208        66 0.94880209033126883256
      208        67 -0.0012128758144977021174
      208        68 -0.095133834861697227914
      208        75 0.22385069163186296914
      208        76 -0.26149978467847700969
      208        83 -0.16724423369634480729
      208        84 -0.059767932541458165807
      208        93 0.0082103137276910535813
      208        94 -0.033655015551702742449
      209        41 -0.19531965151045274642
      209        42 -0.063680088930036515826
      209        43 -0.26913016550823659623
      209        44 0.12806225298904325149
      209        45 -0.39435772725062168131
      209        46 -0.011331816278247494253
      209        53 -0.0059364884725733244042
      209        54 -0.001971415302809562814
      209        59 0.22812799847088699456
      209        60 -0.15894975402723982016
      209        61 -0.015815085256013283049
      209        62 0.031219145865172305554
      209        67 1.7132068724520992387
      209        68 0.017410499931058094625
      209        71 -0.044401644314475935404
      209        72 0.0049234873861596960623
      209        75 -0.26159249674810647335
      209        76 -0.11922655871117709969
      209        77 -0.22257243789489916663
      209        78 0.25604914376337778448
      209        85 -0.48954684507699736118
      209        86 -0.08793863120514953946
      209        97 -0.026555784079281385957
      209        98 0.0054337345198486744838
      210        41 -0.063680088930035280703
      210        42 -0.18114006129068438433
      210        43 0.12806225298905157817
      210        44 -0.27354614224129947253
      210        45 -0.011331816278261524697
      210        46 0.13882483527258421274
      210        53 -0.001971415302809727179
      210        54 -0.0089487366168676928807
      210        59 -0.15894975402723560132
      210        60 -0.2038690090078785766
      210        61 0.031219145865159926567
      210        62 -0.27360733072774617858
      210        67 0.017410499931085354069
      210        68 1.6221149112905144385
      210        71 0.0049234873861619997751
      210        72 -0.091668593449685822905
      210        75 -0.11922655871117943116
      210        76 -0.37901541344085404317
      210        77 0.25604914376337822857
      210        78 -0.21731599606217275045
      210        85 -0.087938631205165138094
      210        86 -0.098770048601076410044
      210        97 0.0054337345198494204149
      210        98 -0.016951870313501246623
      211        33 -0.044595013184380478954
      211        34 -6.5165393774097195366e-05
      211        39 -0.31536420750292554205
      211        40 -0.085498741391855662131
      211        41 -0.061431434803902847108
      211        42 0.029175009304241373426
      211        51 -0.012125173206672092141
      211        52 -0.003255970244246098131
      211        53 -0.19087793279507364597
      211        54 0.14840214459901421296
      211        57 0.30768508377770648066
      211        58 -0.18658542790503215847
      211        59 -0.12849390441702468468
      211        60 0.082200023181577708264
      211        69 -0.077387726141965804127
      211        70 0.0034385282699684466268
      211        71 1.4811061396133953227
      211        72 -0.07099809927161893075
      211        77 -0.21836940090403691994
      211        78 -0.090854670603247325578
      211        79 -0.16404437555048498321
      211        80 0.25720557507930241758
      211        87 -0.0017686625921659649731
      211        88 0.0004691405101423331051
      211        89 -0.48999299497375686796
      211        90 -0.098822498572166447839
      211        95 -0.068525819680116673016
      211        96 0.015190152437693867429
      212        33 -6.5165393774362038852e-05
      212        34 -0.021701235017091716206
      212        39 -0.085498741391862240202
      212        40 -0.21543445046881021243
      212        41 0.029175009304242494057
      212        42 -0.054808194586564315531
      212        51 -0.0032559702442470188355
      212        52 -0.021072302898513833869
      212        53 0.14840214459901557298
      212        54 0.24562063105823470077
      212        57 -0.18658542790501927988
      212        58 -0.043045450559752819475
      212        59 0.082200023181571324482
      212        60 -0.455099419847290243
      212        69 0.0034385282699715765016
      212        70 -0.15787524159771701426
      212        71 -0.070998099271620151995
      212        72 1.4255809540227699639
      212        77 -0.090854670603245354932
      212        78 -0.30339174014917263955
      212        79 0.25720557507930202901
      212        80 -0.16233698365211382542
      212        87 0.00046914051014263570593
      212        88 -0.0030878644646799078936
      212        89 -0.098822498572173234077
      212        90 -0.17363377968071705415
      212        95 0.015190152437695458171
      212        96 -0.043900344519987345715
      213        37 -0.23742883718291415973
      213        38 -3.4156168155597549374e-05
      213        47 -0.28472198736090664761
      213        48 -0.096049264372347495367
      213        51 -0.34289054372223426448
      213        52 0.14508991000363802293
      213        55 1.040519261011481067
      213        56 -0.042699891905945301651
      213        63 -0.0019524006475873149045
      213        64 0.0041354596740091941268
      213        69 0.11125473956772309603
      213        70 -0.059100265461314652193
      213        73 0.36694781202639825679
      213        74 0.041989687596114953771
      213        81 -0.2269573759986140693
      213        82 0.089157068553301049851
      213        87 -0.27381124641169446443
      213        88 -0.09119256111126987363
      213        91 -0.13754627987819856294
      213        92 0.0087040131919696242524
      214        37 -3.4156168172245690573e-05
      214        38 -0.0021103924123002017893
      214        47 -0.096049264372350562358
      214        48 -0.29172025035194376619
      214        51 0.14508991000365015211
      214        52 -0.3941964248942878557
      214        55 -0.042699891905937051306
      214        56 1.3534609245455080373
      214        63 0.0041354596740260608431
      214        64 -0.50020168165676670569
      214        69 -0.059100265461332075756
      214        70 -0.41251685659546261098
      214        73 0.0419896875961160293
      214        74 0.76290999102872436577
      214        81 0.089157068553296858759
      214        82 -0.23416219747891392489
      214        87 -0.091192561111270026286
      214        88 -0.21590025957414013535
      214        91 0.0087040131919727502241
      214        92 -0.052149711206965772281
      215        39 -0.22060157791875276145
      215        40 0.024178831674358931131
      215        51 -0.44008148582142370131
      215        52 -0.17289176719364182655
      215        53 -0.19962746438427694806
      215        54 0.076770851989477625898
      215        55 -0.025294956698093448016
      215        56 -0.0026030910521406634001
      215        57 0.97313361941985465631
      215        58 0.14368416503737185819
      215        69 0.5103721029209116189
      215        70 0.044337069220109721901
      215        71 -0.15345055713875119241
      215        72 -0.050760302701369747203
      215        73 -0.030629233210976304635
      215        74 0.0021480965876882426348
      215        79 0.12629492228392938391
      215        80 -0.15825446054129857498
      215        87 -0.37914396894979379704
      215        88 0.12541486956403241626
      215        89 -0.054870379740693295267
      215        90 -0.021229525729839941045
      215        95 -0.09339110747633420917
      215        96 -0.010794736854748014643
      216        39 0.024178831674369821725
      216        40 -0.026119689008998484003
      216        51 -0.17289176719365728641
      216        52 -0.36823723039031036608
      216        53 0.076770851989479818589
      216        54 -0.26005343025533939061
      216        55 -0.0026030910521415932118
      216        56 -0.050285401178227912
      216        57 0.14368416503735809142
      216        58 1.1278072245879109392
      216        69 0.044337069220128644265
      216        70 0.028032863314010929984
      216        71 -0.050760302701384221735
      216        72 -0.48876692720325776165
      216        73 0.002148096587688057453
      216        74 -0.061421607754816961999
      216        79 -0.15825446054127964568
      216        80 0.46794177237075301745
      216        87 0.12541486956402647657
      216        88 -0.25770126514167490672
      216        89 -0.021229525729841273313
      216        90 -0.071115421426905828239
      216        95 -0.010794736854746550536
      216        96 -0.027370974627543641355
      217        51 -0.21301491937238853369
      217        52 0.013417589464674552907
      217        55 -0.33238363141160487402
      217        56 -0.13020283770302432114
      217        57 -0.26498629981822402479
      217        58 0.10121765815762276408
      217        63 -0.0083893831067289245662
      217        64 -0.0013347050767968222061
      217        69 0.47436783253728087573
      217        70 0.055161553915305520934
      217        73 0.166676050748603366
      217        74 -0.085310412607406682639
      217        79 0.1062075000799600627
      217        80 0.02265796034523922392
      217        81 -0.033940074463619705758
      217        82 0.0014434647058676438377
      217        87 1.1278721719953637148
      217        88 -0.014994982878067837639
      217        89 -0.0030845829585137234628
      217        90 2.6123486964632887337e-05
      217        91 -0.22298826406797292443
      217        92 0.20999776930840682865
      217        95 -0.31356188075614149779
      217        96 -0.12121405068162623142
      217       103 -0.44024197435064443829
      217       104 -0.056156825930579447326
      217       113 -0.024288001965000416416
      217       114 0.0052916954934201076294
      218        51 0.01341758946467782633
      218        52 -0.079010914775072840777
      218        55 -0.13020283770302831794
      218        56 -0.26233821003715579456
      218        57 0.10121765815761471496
      218        58 -0.25261791636756547597
      218        63 -0.0013347050767966962218
      218        64 -0.016105857564471602605
      218        69 0.055161553915324602893
      218        70 0.85156150906078031948
      218        73 -0.085310412607404656482
      218        74 -0.30559297341895907962
      218        79 0.022657960345233974647
      218        80 -0.40360799431339944299
      218        81 0.0014434647058672567775
      218        82 -0.068502917383980552191
      218        87 -0.014994982878072129345
      218        88 1.2925758678618279873
      218        89 2.6123486964174246101e-05
      218        90 -0.0061685318862852540553
      218        91 0.20999776930839944566
      218        92 -0.22617501425267083626
      218        95 -0.12121405068162610652
      218        96 -0.29658239157813121034
      218       103 -0.056156825930575450523
      218       104 -0.19317715341191410428
      218       113 0.0052916954934214780609
      218       114 -0.016012958842630740236
      219        53 -0.10551818121057078559
      219        54 -0.0034230037745170078037
      219        57 -0.083758776736374190852
      219        58 -0.039860073419591836308
      219        59 -0.3608380640828562913
      219        60 0.10521409892969506295
      219        67 -0.009906937968594204183
      219        68 0.0033115871334916807678
      219        71 0.0023458473143433116598
      219        72 -0.13366023281579439419
      219        77 0.35149463441786049644
      219        78 0.1264322055912832643
      219        79 -0.054716488581408276315
      219        80 -0.066347454020245638651
      219        85 -0.044809103986063393565
      219        86 -0.0028826113181223290277
      219        89 1.3523558171224658864
      219        90 0.072225327790063562072
      219        95 -0.26268668455732030464
      219        96 0.11272858211963653063
      219        97 -0.31202507989147926226
      219        98 -0.22366926376750231875
      219       107 -0.45480048878132672829
      219       108 0.050262558055493698761
      219       111 -0.0015494657270683064726
      219       112 -0.00033172050389056130428
      220        53 -0.0034230037745124658639
      220        54 -0.051470046007139814981
      220        57 -0.039860073419597671918
      220        58 -0.076311947249734612964
      220        59 0.10521409892969557642
      220        60 -0.24648382527381612617
      220        67 0.0033115871334903589085
      220        68 -0.014804604797384372794
      220        71 -0.13366023281580066695
      220        72 0.42324402008727662894
      220        77 0.12643220559130127767
      220        78 -0.10137133602384112985
      220        79 -0.066347454020254187368
      220        80 -0.44985497523248513252
      220        85 -0.0028826113181219430517
      220        86 -0.094421929744499644155
      220        89 0.072225327790078813761
      220        90 1.3706384064345622509
      220        95 0.11272858211963640573
      220        96 -0.28904253477346092405
      220        97 -0.2236692637675252171
      220        98 -0.26129836137621020864
      220       107 0.050262558055500491938
      220       108 -0.19222383365074788286
      220       111 -0.00033172050389058835513
      220       112 -0.0010120050609116984942
      221        61 -0.4940594993047476291
      221        62 -0.090046006905730835435
      221        65 -0.18798465687786439227
      221        66 0.21145492178143915352
      221        67 -0.23878982864976361356
      221        68 -0.097590640581270177156
      221        75 1.3987797386164624314
      221        76 -0.038887205062247492959
      221        83 0.19351429156571184342
      221        84 -0.065602608959997241178
      221        85 -0.16496840367274340222
      221        86 0.073301549591898607083
      221        93 0.0050915061165717548364
      221        94 0.12931633504840561733
      221       101 -0.36378119076170489787
      221       102 -0.14398006298076945764
      221       105 -0.036369919299269137802
      221       106 0.016123840380861668986
      221       115 -0.096748015100136988687
      221       116 0.005909877687410255466
      222        61 -0.090046006905719788715
      222        62 -0.16982779169952044729
      222        65 0.21145492178142874518
      222        66 -0.17303395377623487228
      222        67 -0.097590640581264084807
      222        68 -0.30877795839883326323
