# Sparse Matrix (Morse)  
# first line: n m (is symmetic) nbcoef 
# after for each nonzero coefficient:   i j a_ij where (i,j) \in  {1,...,n}x{1,...,m} 
306 306 0  2128
      202       222 -0.37624987399642578767
      202       227 0.24245110720797014014
      202       228 -0.18003077165758279987
      203       193 -0.56727140040429158141
      203       194 0.24846815852828479931
      203       195 -0.50717753981859869938
      203       196 -0.25616606218479054391
      203       203 2.5498208799327208851
      203       204 -0.025845667340734564815
      203       209 -0.22388594377281095804
      203       210 0.0050815914687196254984
      203       211 -0.17411146241653324696
      203       212 0.01116128375931571548
      203       219 -0.54939297701345157776
      203       220 0.25567512665836650276
      203       229 -0.51210079045219891736
      203       230 -0.23837443088916182576
      204       193 0.24846815852828690874
      204       194 -0.27940322925491878348
      204       195 -0.25616606218479137658
      204       196 -0.27183239235041384285
      204       203 -0.025845667340734564815
      204       204 2.6836100928318873393
      204       209 0.005081591468717382501
      204       210 -0.83640066401022694631
      204       211 0.011161283759319245643
      204       212 -0.76325086830015942407
      204       219 0.2556751266583661697
      204       220 -0.29216272015061600653
      204       229 -0.2383744308891637409
      204       230 -0.22467945271071276814
      205       183 -0.00056060896521679416931
      205       184 0.25004433792503732992
      205       187 -0.52481918639823166295
      205       188 -0.014623638687193558569
      205       205 1.4751140531823594415
      205       206 0.038307424368347400834
      205       213 -0.44358266568746590464
      205       214 -0.042509773671642138437
      205       223 -0.44733373560240807798
      205       224 0.016318831718060068658
      205       231 -0.048243628296049362314
      205       232 -0.24753718165260929496
      206       183 0.25004433792505920131
      206       184 -0.00028451101437057660154
      206       187 -0.26462363868720756299
      206       188 -0.2848264863436127392
      206       205 0.038307424368347400834
      206       206 1.5175316580192770299
      206       213 -0.042509773671653303118
      206       214 -0.99506291925160328393
      206       223 0.26631883171805037502
      206       224 -0.25388247753916654004
      206       231 -0.24753718165259613881
      206       232 0.027098964362460960242
      207       189 -0.38907240890520827792
      207       190 -0.0023624593328470237276
      207       191 -0.19100301485714862859
      207       192 -0.24912906663971501331
      207       201 -0.1498301292756019365
      207       202 0.0014910539807096870671
      207       207 1.3319644091594537993
      207       208 -0.014581534604074181463
      207       221 -0.22305861647907215817
      207       222 0.25092920385411754403
      207       225 -0.36908678062414868037
      207       226 0.013652802741808791817
      208       189 0.24763754066714857571
      208       190 -0.1898097648597178444
      208       191 -0.24912906663969119903
      208       192 -0.095988711723137207232
      208       201 0.0014910539806785518165
      208       202 -0.69907424353838054643
      208       207 -0.014581534604074181463
      208       208 1.2948666575399425671
      208       221 0.25092920385414146933
      208       222 -0.14084812707861199543
      208       225 -0.23634719725820335645
      208       226 -0.15923235132182073093
      209       185 -0.56149227130290291221
      209       186 0.24618831793793877205
      209       193 -0.47666419132528020652
      209       194 -0.2503183486427903448
      209       201 -0.21556577575960317317
      209       202 0.0049030154876495354865
      209       203 -0.22388594377281095804
      209       204 0.005081591468717382501
      209       209 2.5341266683585930153
      209       210 -0.0052097127209733157943
      209       227 -0.54826654028762078497
      209       228 -0.25191442160231208858
      209       229 -0.49214540109904614251
      209       230 0.25126955807177037139
      210       185 0.24618831793794335172
      210       186 -0.27008069399244094555
      210       193 -0.25031834864278801334
      210       194 -0.23902684393697964937
      210       201 0.0049030154876437840109
      210       202 -0.82135730835908882241
      210       203 0.0050815914687196254984
      210       204 -0.83640066401022694631
      210       209 -0.0052097127209733157943
      210       210 2.7106739468593965547
      210       227 -0.2519144216023221361
      210       228 -0.27854009351850117504
      210       229 0.25126955807177653313
      210       230 -0.24916179823082745814
      211       195 -0.58787532724505342507
      211       196 0.23951416570380640314
      211       197 -0.45318983111644056683
      211       198 -0.26412101184896935591
      211       203 -0.17411146241653324696
      211       204 0.011161283759319245643
      211       211 2.5674761276421329548
      211       212 0.06331819581649092421
      211       215 -0.31346177821245141404
      211       216 0.002184542016730108005
      211       219 -0.66567752020068393648
      211       220 -0.27624220237271973621
      211       233 -0.35734563081237197268
      211       234 0.22418502692534253429
      212       195 0.23951416570380731907
      212       196 -0.26801449370640417769
      212       197 -0.26412101184898501005
      212       198 -0.28354106127905870371
      212       203 0.01116128375931571548
      212       204 -0.76325086830015942407
      212       211 0.06331819581649092421
      212       212 2.7675242022022454869
      212       215 0.0021845420167624805471
      212       216 -0.94732150084620569963
      212       219 -0.2762422023727211795
      212       220 -0.39748784004759807331
      212       233 0.22418502692532937814
      212       234 -0.092093860384218934056
      213       183 -0.77303694847101933618
      213       184 -0.0661698753652977395
      213       199 -0.41072459384235132651
      213       200 0.2453516799724666797
      213       205 -0.44358266568746590464
      213       206 -0.042509773671653303118
      213       213 2.7437477990811016682
      213       214 -0.078086866351138969899
      213       217 -0.2663611527417465985
      213       218 -0.26372181267108124603
      213       231 -0.83662929693506871143
      213       232 0.20513664808670456496
      214       183 -0.066169875365299501979
      214       184 -0.26308870857018062939
      214       199 0.24535167997245085902
      214       200 -0.83900934049228093059
      214       205 -0.042509773671642138437
      214       206 -0.99506291925160328393
      214       213 -0.078086866351138969899
      214       214 2.8610863858874688859
      214       217 -0.26372181267107003277
      214       218 -0.38317897137645329231
      214       231 0.20513664808669990203
      214       232 -0.36733330479349962649
      215       197 -0.69119265730017631633
      215       198 0.10481821307780470054
      215       199 -0.57045190843371873513
      215       200 -0.30769644508687871154
      215       211 -0.31346177821245141404
      215       212 0.0021845420167624805471
      215       215 2.7317887243439207268
      215       216 0.14232664846003711956
      215       217 -0.34827852785698376614
      215       218 0.26758985826978515243
      215       233 -0.79569393925499631859
      215       234 -0.20922281673751050302
      216       197 0.10481821307781828689
      216       198 -0.20958022605989332088
      216       199 -0.30769644508687798989
      216       200 -0.82743093152524016531
      216       211 0.002184542016730108005
      216       212 -0.94732150084620569963
      216       215 0.14232664846003711956
      216       216 2.8262954416300423155
      216       217 0.26758985826977410571
      216       218 -0.45715308979776086984
      216       233 -0.20922281673748185926
      216       234 -0.3720997801153448914
      217       199 -0.64113428249421033911
      217       200 0.018317817128705005114
      217       213 -0.2663611527417465985
      217       214 -0.26372181267107003277
      217       215 -0.34827852785698376614
      217       216 0.26758985826977410571
      217       217 2.6849913554571585017
      217       218 0.10462829874916919348
      217       231 -0.27803484404255918161
      217       232 0.057492811673026916752
      217       233 -0.055952396370952908744
      217       234 -0.15584924049402251733
      217       235 -0.91651424828595651206
      217       236 -0.23960070200082383973
      217       247 -0.16047136057437763612
      217       248 0.21114296934524123817
      218       199 0.018317817128715434272
      218       200 -0.10308315850765535637
      218       213 -0.26372181267108124603
      218       214 -0.38317897137645329231
      218       215 0.26758985826978515243
      218       216 -0.45715308979776086984
      218       217 0.10462829874916919348
      218       218 2.6867378192019839567
      218       231 0.057492811673026694708
      218       232 -0.82599593013825733934
      218       233 -0.15584924049404608182
      218       234 -0.48683969429283158181
      218       235 -0.23960070200081146075
      218       236 -0.52055748815208291447
      218       247 0.21114296934524237614
      218       248 0.10831505615343021975
      219       203 -0.54939297701345157776
      219       204 0.2556751266583661697
      219       211 -0.66567752020068393648
      219       212 -0.2762422023727211795
      219       219 2.6792481051080017096
      219       220 -0.033727327053848468741
      219       229 -0.19605200267209399456
      219       230 -0.0078591503152658469256
      219       233 -0.067218696970053226636
      219       234 0.041309075712621337595
      219       237 -0.76371633099781233156
      219       238 0.24340633393682745145
      219       241 -0.42160354992230625326
      219       242 -0.22256185656597954337
      220       203 0.25567512665836650276
      220       204 -0.29216272015061600653
      220       211 -0.27624220237271973621
      220       212 -0.39748784004759807331
      220       219 -0.033727327053848468741
      220       220 2.6322781973788749177
      220       229 -0.0078591503152560908407
      220       230 -0.7954489219864243621
      220       233 0.041309075712607896957
      220       234 -0.60053436878354271578
      220       237 0.24340633393684651953
      220       238 -0.40389970288228166373
      220       241 -0.22256185656599633549
      220       242 -0.1271576161968069052
      221       201 -0.71296791644696544399
      221       202 -0.25720030214529421286
      221       207 -0.22305861647907215817
      221       208 0.25092920385414146933
      221       221 2.7100245497542010398
      221       222 -0.023280977746324166971
      221       225 -0.64616591418251212442
      221       226 -2.2998963844500508458e-14
      221       227 -0.26478854803988449707
      221       228 0.021016365523690613837
      221       239 -0.71639939129826069042
      221       240 0.25289446946552668338
      221       245 -0.13196014067499445277
      221       246 -0.24435875895171726979
      222       201 -0.25720030214527916934
      222       202 -0.37624987399642578767
      222       207 0.25092920385411754403
      222       208 -0.14084812707861199543
      222       221 -0.023280977746324166971
      222       222 3.0815439889605409363
      222       226 -1.293337807878363277
      222       227 0.021016365523703561813
      222       228 -0.88020419655884796217
      222       239 0.25289446946549948292
      222       240 -0.36207398674220647727
      222       245 -0.24435875895171718652
      222       246 -0.014145974073572558163
      223       205 -0.44733373560240807798
      223       206 0.26631883171805037502
      223       223 1.4445522397241890022
      223       224 -0.032637663436118687088
      223       231 -0.58359825357225492137
      223       243 -0.40916648864741883562
      223       244 -0.23368116828193177814
      224       205 0.016318831718060068658
      224       206 -0.25388247753916654004
      224       223 -0.032637663436118687088
      224       224 1.6041941706904947473
      224       231 -1.5855372570428016843e-15
      224       232 -1.168309947620036704
      224       243 0.016318831718060169272
      224       244 -0.17754798362918425281
      225       207 -0.36908678062414868037
      225       208 -0.23634719725820335645
      225       221 -0.64616591418251212442
      225       225 1.4237062343028159539
      225       226 -0.027305605483593280158
      225       245 -0.40442962144280053538
      225       246 0.26365280274179664355
      226       207 0.013652802741808791817
      226       208 -0.15923235132182073093
      226       221 -2.2998963844500508458e-14
      226       222 -1.293337807878363277
      226       225 -0.027305605483593280158
      226       226 1.6865121102127169639
      226       245 0.013652802741807539347
      226       246 -0.22991803295917795369
      227       201 -0.41545362007671260418
      227       202 0.24245110720797014014
      227       209 -0.54826654028762078497
      227       210 -0.2519144216023221361
      227       221 -0.26478854803988449707
      227       222 0.021016365523703561813
      227       227 2.5098729269992867685
      227       228 0.018150231769415835908
      227       229 -0.27554772030035296071
      227       230 0.01005758030525013072
      227       239 -0.4410542982935041767
      227       240 -0.26935750368493388551
      227       249 -0.54897491826090139
      227       250 0.22959664048091638078
      228       201 0.2424511072079641727
      228       202 -0.18003077165758279987
      228       209 -0.25191442160231208858
      228       210 -0.27854009351850117504
      228       221 0.021016365523690613837
      228       222 -0.88020419655884796217
      228       227 0.018150231769415835908
      228       228 2.7902934606216791558
      228       229 0.01005758030524658668
      228       230 -0.91238055991043620629
      228       239 -0.26935750368490835038
      228       240 -0.29422991169212470153
      228       249 0.22959664048090297483
      228       250 -0.22912064554388356097
      229       203 -0.51210079045219891736
      229       204 -0.2383744308891637409
      229       209 -0.49214540109904614251
      229       210 0.25126955807177653313
      229       219 -0.19605200267209399456
      229       220 -0.0078591503152560908407
      229       227 -0.27554772030035296071
      229       228 0.01005758030524658668
      229       229 2.5300860627693588789
      229       230 -0.053452044184293452667
      229       241 -0.60560587737641535799
      229       242 0.27514538969612439834
      229       249 -0.43245497508851438173
      229       250 -0.23678690268443386424
      230       203 -0.23837443088916182576
      230       204 -0.22467945271071276814
      230       209 0.25126955807177037139
      230       210 -0.24916179823082745814
      230       219 -0.0078591503152658469256
      230       220 -0.7954489219864243621
      230       227 0.01005758030525013072
      230       228 -0.91238055991043620629
      230       229 -0.053452044184293452667
      230       230 2.749241695818627651
      230       241 0.27514538969612606367
      230       242 -0.37297201144374569903
      230       249 -0.2367869026844252045
      230       250 -0.17841965575574070257
      231       205 -0.048243628296049362314
      231       206 -0.24753718165259613881
      231       213 -0.83662929693506871143
      231       214 0.20513664808669990203
      231       217 -0.27803484404255918161
      231       218 0.057492811673026694708
      231       223 -0.58359825357225492137
      231       224 -1.5855372570428016843e-15
      231       231 2.8187671111934147206
      231       232 0.024611270387861608477
      231       243 -0.18649493583819570786
      231       244 0.25129403165170860479
      231       247 -0.87035087340066474848
      231       248 -0.2909975801466993528
      232       205 -0.24753718165260929496
      232       206 0.027098964362460960242
      232       213 0.20513664808670456496
      232       214 -0.36733330479349962649
      232       217 0.057492811673026916752
      232       218 -0.82599593013825733934
      232       224 -1.168309947620036704
      232       231 0.024611270387861608477
      232       232 3.0183248599073011498
      232       243 0.25129403165172842227
      232       244 -0.1271558979762023589
      232       247 -0.29099758014671200934
      232       248 -0.54121346463315578301
      233       211 -0.35734563081237197268
      233       212 0.22418502692532937814
      233       215 -0.79569393925499631859
      233       216 -0.20922281673748185926
      233       217 -0.055952396370952908744
      233       218 -0.15584924049404608182
      233       219 -0.067218696970053226636
      233       220 0.041309075712607896957
      233       233 2.6262714935586530807
      233       234 0.092882992509407125148
      233       235 -0.34334535493808981954
      233       236 0.25826698800892000651
      233       237 -0.47225095401845557097
      233       238 -0.27715138622833218607
      233       251 -0.51631553393691520526
      233       252 0.025579360303595734261
      234       211 0.22418502692534253429
      234       212 -0.092093860384218934056
      234       215 -0.20922281673751050302
      234       216 -0.3720997801153448914
      234       217 -0.15584924049402251733
      234       218 -0.48683969429283158181
      234       219 0.041309075712621337595
      234       220 -0.60053436878354271578
      234       233 0.092882992509407125148
      234       234 2.5741479598905590009
      234       235 0.25826698800890196539
      234       236 -0.4999461124908611831
      234       237 -0.27715138622834933901
      234       238 -0.50844348196885424951
      234       251 0.025579360303609802868
      234       252 0.0039583254019140553734
      235       217 -0.91651424828595651206
      235       218 -0.23960070200081146075
      235       233 -0.34334535493808981954
      235       234 0.25826698800890196539
      235       235 2.7548747874372354616
      235       236 0.13534258753639230588
      235       247 -0.31568790611938185586
      235       248 0.054552745488117768136
      235       251 -0.44954315246852361021
      235       252 -0.28413103434249104007
      235       253 -0.71694004979598480176
      235       254 0.07556941530989044753
      236       217 -0.23960070200082383973
      236       218 -0.52055748815208291447
      236       233 0.25826698800892000651
      236       234 -0.4999461124908611831
      236       235 0.13534258753639230588
      236       236 2.8041679099942400377
      236       247 0.054552745488110579442
      236       248 -0.87586438417584389082
      236       251 -0.28413103434250175372
      236       252 -0.72884696577721719279
      236       253 0.075569415309903173461
      236       254 -0.16610888356894179529
      237       219 -0.76371633099781233156
      237       220 0.24340633393684651953
      237       233 -0.47225095401845557097
      237       234 -0.27715138622834933901
      237       237 2.7093980573449574223
      237       238 -0.049362746903817221467
      237       241 -0.27573189602977360435
      237       242 -0.081916933530093813398
      237       251 -0.42962324198979079393
      237       252 0.25832834112133074012
      237       255 -0.75610473702388003581
      237       256 -0.093303608395916559637
      238       219 0.24340633393682745145
      238       220 -0.40389970288228166373
      238       233 -0.27715138622833218607
      238       234 -0.50844348196885424951
      238       237 -0.049362746903817221467
      238       238 2.7677643677637289166
      238       241 -0.081916933530071428526
      238       242 -0.84476719462775839986
      238       251 0.25832834112130381721
      238       252 -0.77798932545655719029
      238       255 -0.093303608395910661577
      238       256 -0.22069376554302869153
      239       221 -0.71639939129826069042
      239       222 0.25289446946549948292
      239       227 -0.4410542982935041767
      239       228 -0.26935750368490835038
      239       239 2.8174700887883536993
      239       240 -0.057311394861888083352
      239       245 -0.31503068766611774798
      239       246 -0.0725762877514891519
      239       249 -0.32231193162339266678
      239       250 0.16292102594186680387
      239       257 -1.0087212693823230936
      239       258 -0.016570309109081360344
      240       221 0.25289446946552668338
      240       222 -0.36207398674220647727
      240       227 -0.26935750368493388551
      240       228 -0.29422991169212470153
      240       239 -0.057311394861888083352
      240       240 2.7533250112939815502
      240       245 -0.072576287751513937629
      240       246 -0.83027698761138801764
      240       249 0.16292102594188637155
      240       250 -0.81426023483061993335
      240       257 -0.016570309109076933329
      240       258 -0.43853137989288903942
      241       219 -0.42160354992230625326
      241       220 -0.22256185656599633549
      241       229 -0.60560587737641535799
      241       230 0.27514538969612606367
      241       237 -0.27573189602977360435
      241       238 -0.081916933530071428526
      241       241 2.5940439322115493859
      241       242 0.036367458571516235455
      241       249 -0.25070648763201752729
      241       250 -0.086070639964958534085
      241       255 -0.26602199924865749248
      241       256 0.26589365977071688363
      241       259 -0.75871513647122279522
      241       260 -0.18685707797733291935
      242       219 -0.22256185656597954337
      242       220 -0.1271576161968069052
      242       229 0.27514538969612439834
      242       230 -0.37297201144374569903
      242       237 -0.081916933530093813398
      242       238 -0.84476719462775839986
      242       241 0.036367458571516235455
      242       242 2.7261070797989765957
      242       249 -0.086070639964972800451
      242       250 -0.81303400082179266839
      242       255 0.26589365977073436964
      242       256 -0.27380475204701565373
      242       259 -0.18685707797732831192
      242       260 -0.2787125191307050498
      243       223 -0.40916648864741883562
      243       224 0.016318831718060169272
      243       231 -0.18649493583819570786
      243       232 0.25129403165172842227
      243       243 1.4175185526271698588
      243       244 -0.065479388938545629584
      243       247 -0.23771028335827526501
      243       248 0.024662136729707431065
      243       261 -0.51318594927465133182
      243       262 0.022509717774707692362
      243       265 -0.060038300586617965315
      243       266 -0.24930532893565793273
      244       223 -0.23368116828193177814
      244       224 -0.17754798362918425281
      244       231 0.25129403165170860479
      244       232 -0.1271558979762023589
      244       243 -0.065479388938545629584
      244       244 1.3674360986033307075
      244       247 0.024662136729721530898
      244       248 -0.76900683381673817784
      244       261 0.27250971777469934487
      244       262 -0.2939290164623776791
      244       265 -0.24930532893565213182
      244       266 0.011126228203185300342
      245       221 -0.13196014067499445277
      245       222 -0.24435875895171718652
      245       225 -0.40442962144280053538
      245       226 0.013652802741807539347
      245       239 -0.31503068766611774798
      245       240 -0.072576287751513937629
      245       245 1.4308392465958312822
      245       246 0.042035674546953526176
      245       257 -0.041732290769345620207
      245       258 0.25055040911953835314
      245       263 -0.52701218545510142288
      245       264 0.010696160294932036822
      246       221 -0.24435875895171726979
      246       222 -0.014145974073572558163
      246       225 0.26365280274179664355
      246       226 -0.22991803295917795369
      246       239 -0.0725762877514891519
      246       240 -0.83027698761138801764
      246       245 0.042035674546953526176
      246       246 1.3942955352304156058
      246       257 0.2505504091195087657
      246       258 -0.060417112486855710507
      246       263 -0.23930383970505245128
      246       264 -0.24886310751194831714
      247       217 -0.16047136057437763612
      247       218 0.21114296934524237614
      247       231 -0.87035087340066474848
      247       232 -0.29099758014671200934
      247       235 -0.31568790611938185586
      247       236 0.054552745488110579442
      247       243 -0.23771028335827526501
      247       244 0.024662136729721530898
      247       247 2.7422950533779317794
      247       248 0.086001820530621261862
      247       253 -0.32337744473100615838
      247       254 -0.27513517830678146936
      247       265 -0.81782214969455713227
      247       266 0.18977308635979789342
      248       217 0.21114296934524123817
      248       218 0.10831505615343021975
      248       231 -0.2909975801466993528
      248       232 -0.54121346463315578301
      248       235 0.054552745488117768136
      248       236 -0.87586438417584389082
      248       243 0.024662136729707431065
      248       244 -0.76900683381673817784
      248       247 0.086001820530621261862
      248       248 2.8184791626863310299
      248       253 -0.27513517830678330123
      248       254 -0.39506144764719763884
      248       265 0.18977308635979478479
      248       266 -0.32877305306715887134
      249       227 -0.54897491826090139
      249       228 0.22959664048090297483
      249       229 -0.43245497508851438173
      249       230 -0.2367869026844252045
      249       239 -0.32231193162339266678
      249       240 0.16292102594188637155
      249       241 -0.25070648763201752729
      249       242 -0.086070639964972800451
      249       249 2.6600744045023270168
      249       250 -0.066928663297084869943
      249       257 -0.0064918152606208727115
      249       258 -0.2458010021904070419
      249       259 -0.18770173304747264642
      249       260 0.25720770233022871576
      249       267 -0.89203595427472393009
      249       268 -0.014138160616127833091
      250       227 0.22959664048091638078
      250       228 -0.22912064554388356097
      250       229 -0.23678690268443386424
      250       230 -0.17841965575574070257
      250       239 0.16292102594186680387
      250       240 -0.81426023483061993335
      250       241 -0.086070639964958534085
      250       242 -0.81303400082179266839
      250       249 -0.066928663297084869943
      250       250 2.6955502653885470288
      250       257 -0.24580100219038458764
      250       258 -0.10413226047355780834
      250       259 0.25720770233021533757
      250       260 -0.17566379946432994497
      250       267 -0.014138160616136444259
      250       268 -0.3615230791839375013
      251       233 -0.51631553393691520526
      251       234 0.025579360303609802868
      251       235 -0.44954315246852361021
      251       236 -0.28413103434250175372
      251       237 -0.42962324198979079393
      251       238 0.25832834112130381721
      251       251 2.6229996820657928147
      251       252 -0.010949014363952546888
      251       253 -0.23496241556442692966
      251       254 0.23550840747740564574
      251       255 -0.15438574224881099206
      251       256 -0.22266423476217109267
      251       269 -0.82326338795992493047
      251       270 -0.0016718254336935516047
      252       233 0.025579360303595734261
      252       234 0.0039583254019140553734
      252       235 -0.28413103434249104007
      252       236 -0.72884696577721719279
      252       237 0.25832834112133074012
      252       238 -0.77798932545655719029
      252       251 -0.010949014363952546888
      252       252 2.7201165663886137658
      252       253 0.23550840747741133563
      252       254 -0.52854225270514365587
      252       255 -0.22266423476218596966
      252       256 -0.45887744079251208129
      252       269 -0.0016718254337078971173
      252       270 -0.21491269916170002707
      253       235 -0.71694004979598480176
      253       236 0.075569415309903173461
      253       247 -0.32337744473100615838
      253       248 -0.27513517830678330123
      253       251 -0.23496241556442692966
      253       252 0.23550840747741133563
      253       253 2.6794520191451005608
      253       254 -0.062278622802331838615
      253       265 -0.31758852373551560433
      253       266 0.22485476983783414529
      253       269 -0.21940520106589594951
      253       270 -0.23583130667167917505
      253       271 -0.85117304701459872707
      253       272 0.03731251515564606297
      254       235 0.07556941530989044753
      254       236 -0.16610888356894179529
      254       247 -0.27513517830678146936
      254       248 -0.39506144764719763884
      254       251 0.23550840747740564574
      254       252 -0.52854225270514365587
      254       253 -0.062278622802331838615
      254       254 2.5795978922274147571
      254       265 0.22485476983783836413
      254       266 -0.7118268996128022108
      254       269 -0.23583130667165172478
      254       270 -0.51628473115510553626
      254       271 0.037312515155630748831
      254       272 -0.24576834030054978131
      255       237 -0.75610473702388003581
      255       238 -0.093303608395910661577
      255       241 -0.26602199924865749248
      255       242 0.26589365977073436964
      255       251 -0.15438574224881099206
      255       252 -0.22266423476218596966
      255       255 2.6527915492274769527
      255       256 0.011421623500714085317
      255       259 -0.30163575620651444931
      255       260 -0.16357910625657604009
      255       269 -0.43029607072474523877
      255       270 0.28774323331662887693
      255       273 -0.7288436096971889766
      255       274 -0.085511567173404273712
      256       237 -0.093303608395916559637
      256       238 -0.22069376554302869153
      256       241 0.26589365977071688363
      256       242 -0.27380475204701565373
      256       251 -0.22266423476217109267
      256       252 -0.45887744079251208129
      256       255 0.011421623500714085317
      256       256 2.6585457993518524233
      256       259 -0.16357910625655602832
      256       260 -0.83771803591958604596
      256       269 0.28774323331663637093
      256       270 -0.65194457192151489267
      256       273 -0.085511567173423785881
      256       274 -0.20000359905051531828
      257       239 -1.0087212693823230936
      257       240 -0.016570309109076933329
      257       245 -0.041732290769345620207
      257       246 0.2505504091195087657
      257       249 -0.0064918152606208727115
      257       250 -0.24580100219038458764
      257       257 2.7817681733295218649
      257       258 0.073449704733235296472
      257       263 -0.34662539337531700356
      257       264 -0.17895138141741179227
      257       267 -0.38610953423836891218
      257       268 0.13169151931071609862
      257       275 -0.65096059110695891903
      257       276 -0.24671662709971187155
      257       281 -0.32179563167128727441
      257       282 0.23234768665312513503
      258       239 -0.016570309109081360344
      258       240 -0.43853137989288903942
      258       245 0.25055040911953835314
      258       246 -0.060417112486855710507
      258       249 -0.2458010021904070419
      258       250 -0.10413226047355780834
      258       257 0.073449704733235296472
      258       258 2.7902988424333510231
      258       263 -0.17895138141743224813
      258       264 -0.85767245987632201309
      258       267 0.13169151931073863615
      258       268 -0.89029494762812699804
      258       275 -0.24671662709971023397
      258       276 -0.32135909094115777673
      258       281 0.23234768665311847369
      258       282 -0.098559943609142539045
      259       241 -0.75871513647122279522
      259       242 -0.18685707797732831192
      259       249 -0.18770173304747264642
      259       250 0.25720770233021533757
      259       255 -0.30163575620651444931
      259       256 -0.16357910625655602832
      259       259 2.6110069567240818955
      259       260 0.17652733168479428638
      259       267 -0.33498665341163652576
      259       268 -0.145739380989246603
      259       273 -0.36316824390717317161
      259       274 0.27129886922993912135
      259       283 -0.64869781030739182004
      259       284 -0.20885833802181799634
      260       241 -0.18685707797733291935
      260       242 -0.2787125191307050498
      260       249 0.25720770233022871576
      260       250 -0.17566379946432994497
      260       255 -0.16357910625657604009
      260       256 -0.83771803591958604596
      260       259 0.17652733168479428638
      260       260 2.7601340604527702105
      260       267 -0.14573938098925171003
      260       268 -0.90036472354290808529
      260       273 0.2712988692299607707
      260       274 -0.3079854950123663837
      260       283 -0.20885833802182274255
      260       284 -0.2435878640102000503
      261       243 -0.51318594927465133182
      261       244 0.27250971777469934487
      261       261 1.4956723395839022217
      261       262 -0.045019435549405767416
      261       265 -0.51026817669940349731
      261       277 -0.46712738558491695429
      261       278 -0.22749028222529352194
      262       243 0.022509717774707692362
      262       244 -0.2939290164623776791
      262       261 -0.045019435549405767416
      262       262 1.5226407939752260035
      262       265 -1.0640793801641734717e-14
      262       266 -1.0218090604050400483
      262       277 0.02250971777470864299
      262       278 -0.20181188908287742145
      263       245 -0.52701218545510142288
      263       246 -0.23930383970505245128
      263       257 -0.34662539337531700356
      263       258 -0.17895138141743224813
      263       263 1.4232480160846370243
      263       264 0.16358015096852679404
      263       275 -0.16466570794736970496
      263       276 0.25305956064961021568
      263       279 -0.37730319793449385024
      263       280 0.0016155095043478154629
      264       245 0.010696160294932036822
      264       246 -0.24886310751194831714
      264       257 -0.17895138141741179227
      264       258 -0.85767245987632201309
      264       263 0.16358015096852679404
      264       264 1.3994442234368140721
      264       275 0.25305956064961604435
      264       276 -0.10003151242458201142
      264       279 -0.24838449049566307947
      264       280 -0.18523561225160894983
      265       243 -0.060038300586617965315
      265       244 -0.24930532893565213182
      265       247 -0.81782214969455713227
      265       248 0.18977308635979478479
      265       253 -0.31758852373551560433
      265       254 0.22485476983783836413
      265       261 -0.51026817669940349731
      265       262 -1.0640793801641734717e-14
      265       265 2.8268437573942417629
      265       266 -0.13064322213391263428
      265       271 -0.053634574192266602777
      265       272 -0.23745857569711545376
      265       277 -0.11025528067957109102
      265       278 0.25299246440793976554
      265       285 -0.93773332706611334242
      265       286 -0.050213193838881883813
      266       243 -0.24930532893565793273
      266       244 0.011126228203185300342
      266       247 0.18977308635979789342
      266       248 -0.32877305306715887134
      266       253 0.22485476983783414529
      266       254 -0.7118268996128022108
      266       262 -1.0218090604050400483
      266       265 -0.13064322213391263428
      266       266 2.7971366313953494043
      266       271 -0.23745857569711972812
      266       272 -0.23993499857959335597
      266       277 0.25299246440793526913
      266       278 -0.12369512633204762797
      266       285 -0.050213193838877151487
      266       286 -0.36272029686170109697
      267       249 -0.89203595427472393009
      267       250 -0.014138160616136444259
      267       257 -0.38610953423836891218
      267       258 0.13169151931073863615
      267       259 -0.33498665341163652576
      267       260 -0.14573938098925171003
      267       267 2.7374350386965247139
      267       268 0.041929140823516231062
      267       281 -0.68318367238136301633
      267       282 -0.27285706476749810312
      267       283 -0.42816816524019912782
      267       284 0.25911394623863098774
      268       249 -0.014138160616127833091
      268       250 -0.3615230791839375013
      268       257 0.13169151931071609862
      268       258 -0.89029494762812699804
      268       259 -0.145739380989246603
      268       260 -0.90036472354290808529
      268       267 0.041929140823516231062
      268       268 2.8219529536837404393
      268       281 -0.27285706476749393978
      268       282 -0.40199442089603493189
      268       283 0.25911394623863537312
      268       284 -0.25482472328249261562
      269       251 -0.82326338795992493047
      269       252 -0.0016718254337078971173
      269       253 -0.21940520106589594951
      269       254 -0.23583130667165172478
      269       255 -0.43029607072474523877
      269       256 0.28774323331663637093
      269       269 2.8577221247379345215
      269       270 -0.10055101034458624465
      269       271 -0.28832903960121575304
      269       272 0.26442573017308268479
      269       273 -0.055703836177532051188
      269       274 -0.22022702039534911012
      269       287 -1.0248005581970669464
      269       288 0.0061121993555755165309
      270       251 -0.0016718254336935516047
      270       252 -0.21491269916170002707
      270       253 -0.23583130667167917505
      270       254 -0.51628473115510553626
      270       255 0.28774323331662887693
      270       256 -0.65194457192151489267
      270       269 -0.10055101034458624465
      270       270 2.5397183357766022205
      270       271 0.26442573017310627703
      270       272 -0.47208986053980911413
      270       273 -0.22022702039535405061
      270       274 -0.31212247554718353104
      270       287 0.0061121993555777508547
      270       288 -0.35643996643972658545
