111564
0 3292 27999
1 3292 27700
2 1012 27700
3 3292 27991
4 3292 27781
5 1012 27252
6 3292 27252
7 1012 27685
8 3292 27685
9 3292 27923
10 3292 27250
11 3292 27998
12 3292 27857
13 3292 1076
14 3292 27859
15 1012 27859
16 3292 27253
17 1012 27253
18 3292 25868
19 1012 25868
20 3292 27950
21 3292 27160
22 3292 27251
23 3292 27212
24 3292 27465
25 3292 27722
26 3292 27856
27 3292 470
28 3292 668
29 3292 1135
30 3292 27970
31 1012 27860
32 3292 27860
33 1012 27344
34 3292 27344
35 1012 27178
36 3292 27178
37 1012 26100
38 3292 26100
39 1012 25959
40 3292 25959
41 1012 25969
42 3292 25969
43 3292 27814
44 3292 28041
45 3292 27191
46 3292 27239
47 3292 27992
48 3292 27486
49 3292 688
50 3292 574
51 3292 389
52 3292 671
53 3292 894
54 3292 615
55 3292 1138
56 3292 27312
57 3292 25859
58 1012 25859
59 3292 27863
60 1012 27863
61 3292 27533
62 1012 27533
63 3292 27615
64 1012 27615
65 3292 27521
66 1012 27521
67 3292 27861
68 1012 27861
69 526 27861
70 1012 25721
71 3292 26099
72 1012 26099
73 1012 25944
74 3292 25957
75 1012 25957
76 3292 25656
77 1012 25656
78 3292 25886
79 3292 975
80 3292 27637
81 3292 28039
82 3292 28037
83 3292 27195
84 952 27195
85 3292 27247
86 1012 27247
87 3292 27128
88 952 27128
89 3292 27276
90 3292 28013
91 3292 27166
92 3292 501
93 3292 261
94 3292 365
95 3292 437
96 3292 400
97 3292 207
98 2210 207
99 3292 1217
100 3292 649
101 3292 27647
102 1012 26104
103 1012 25625
104 3292 25625
105 1012 25976
106 3292 25976
107 1012 27862
108 3292 27862
109 526 27862
110 1012 27501
111 3292 27501
112 1012 27313
113 3292 27313
114 900 27313
115 1012 27367
116 3292 27367
117 900 27367
118 526 27393
119 3292 27393
120 1012 27393
121 900 27393
122 526 27348
123 3292 27348
124 1012 25900
125 1012 25668
126 1012 25881
127 3292 25881
128 1012 25946
129 1012 25974
130 3292 25974
131 1012 25961
132 3292 25961
133 1012 25962
134 3292 25962
135 3292 25762
136 3292 25902
137 3292 1219
138 3292 621
139 3292 27946
140 952 27946
141 3292 27375
142 3292 27718
143 952 27718
144 3292 27984
145 952 27984
146 952 27177
147 3292 27177
148 952 27443
149 3292 27443
150 1012 27425
151 3292 27425
152 952 27517
153 3292 27517
154 952 27327
155 3292 27327
156 3292 27544
157 3292 27411
158 3292 485
159 3292 199
160 3292 122
161 3292 164
162 3292 717
163 3292 719
164 3292 1124
165 2210 253
166 3292 253
167 2210 101
168 3292 101
169 3292 1139
170 2210 1139
171 3292 500
172 2210 500
173 3292 27577
174 526 27577
175 3292 1011
176 1012 25822
177 900 25822
178 1012 25789
179 900 25789
180 3292 25832
181 1012 25832
182 900 25832
183 3292 25741
184 1012 25741
185 526 27682
186 3292 27682
187 1012 27682
188 900 27682
189 3292 27931
190 1012 27931
191 3292 27440
192 1012 27440
193 900 27440
194 1012 27635
195 1000 27635
196 900 27690
197 1012 27690
198 900 27607
199 1012 27607
200 900 27572
201 1012 27572
202 3292 27572
203 526 27572
204 900 27230
205 1012 27230
206 3292 27230
207 526 27230
208 526 27230
209 3292 27381
210 526 27381
211 1012 25833
212 900 25833
213 1012 25734
214 900 25734
